N,artifact_prob,artifact_selected,candidate_count,clip_quantile,condition,energy_tail_gap,global_weight,invalid_low_energy_rate,method,mode_entropy,near_valid_prob,pool_true_score,pool_valid_rate,regime,score_execution_spearman,seed,selected_energy,selected_mode_frequency,selected_shortcut,selected_true_score,selected_valid,selection_index,shortcut_weight,trial
4,,0.0,4.0,,base,0.3754341505262012,,1.0,diversity_constrained,1.3862943611198906,,0.6666666666666667,0.25,budget_sweep,-0.8,0,-0.2200124820085797,0.25,0.5043254927124924,0.0,0.0,3,,1
8,,0.0,8.0,,base,0.39946051364206314,,1.0,min_energy,2.0794415416798357,,0.6458333333333334,0.25,budget_sweep,0.19047619047619047,0,-0.2200124820085797,0.125,0.5043254927124924,0.0,0.0,3,,1
8,,0.0,8.0,,base,0.19434298700512012,,1.0,calibrated_clipped,2.0794415416798357,,0.6458333333333334,0.25,budget_sweep,0.19047619047619047,0,-0.014894955371636716,0.125,0.166233491759557,1.0,1.0,5,,1
8,,0.0,8.0,,base,0.39946051364206314,,1.0,diversity_constrained,2.0794415416798357,,0.6458333333333334,0.25,budget_sweep,0.19047619047619047,0,-0.2200124820085797,0.125,0.5043254927124924,0.0,0.0,3,,1
16,,1.0,16.0,,base,2.003002806267266,,1.0,min_energy,2.772588722239781,,0.5208333333333334,0.3125,budget_sweep,0.21176470588235294,0,-1.8416260304884806,0.0625,1.0989347498721953,0.16666666666666663,0.0,13,,1
16,,0.0,16.0,,base,0.17627173115042208,,1.0,calibrated_clipped,2.772588722239781,,0.5208333333333334,0.3125,budget_sweep,0.21176470588235294,0,-0.014894955371636716,0.0625,0.166233491759557,1.0,1.0,5,,1
16,,1.0,16.0,,base,2.003002806267266,,1.0,diversity_constrained,2.772588722239781,,0.5208333333333334,0.3125,budget_sweep,0.21176470588235294,0,-1.8416260304884806,0.0625,1.0989347498721953,0.16666666666666663,0.0,13,,1
32,,1.0,32.0,,base,2.0309877835823493,,1.0,min_energy,3.4657359027997265,,0.515625,0.40625,budget_sweep,0.5678152492668622,0,-1.8736068883464443,0.03125,1.133696551891721,0.16666666666666663,0.0,30,,1
32,,0.0,32.0,,base,0.17227585060754166,,1.0,calibrated_clipped,3.4657359027997265,,0.515625,0.40625,budget_sweep,0.5678152492668622,0,-0.014894955371636716,0.03125,0.166233491759557,1.0,1.0,5,,1
32,,1.0,32.0,,base,2.0309877835823493,,1.0,diversity_constrained,3.4657359027997265,,0.515625,0.40625,budget_sweep,0.5678152492668622,0,-1.8736068883464443,0.03125,1.133696551891721,0.16666666666666663,0.0,30,,1
64,,1.0,64.0,,base,2.0833221148689915,,1.0,min_energy,4.137222233967175,,0.45833333333333337,0.375,budget_sweep,0.3418956043956044,0,-1.932444101089168,0.015625,1.093236341763588,0.33333333333333337,0.0,58,,1
64,,0.0,64.0,,base,0.3129169462864454,,1.0,calibrated_clipped,4.137222233967175,,0.45833333333333337,0.375,budget_sweep,0.3418956043956044,0,-0.16203893250662174,0.015625,0.21935893708346574,1.0,1.0,33,,1
64,,1.0,64.0,,base,1.9980249028747488,,1.0,diversity_constrained,4.137222233967175,,0.45833333333333337,0.375,budget_sweep,0.3418956043956044,0,-1.8471468890949252,0.015625,1.1019712562625996,0.16666666666666663,0.0,51,,1
128,,1.0,128.0,,base,2.2062113471131566,,1.0,min_energy,4.830369414527117,,0.5299479166666667,0.3984375,budget_sweep,0.3249347646951108,0,-2.055333333333333,0.0078125,1.3499999999999999,0.16666666666666663,0.0,71,,1
128,,0.0,128.0,,base,0.24735086909959253,,1.0,calibrated_clipped,4.830369414527117,,0.5299479166666667,0.3984375,budget_sweep,0.3249347646951108,0,-0.09647285531976885,0.0078125,0.19105861538561694,1.0,1.0,22,,1
128,,1.0,128.0,,base,2.2062113471131566,,1.0,diversity_constrained,4.830369414527117,,0.5299479166666667,0.3984375,budget_sweep,0.3249347646951108,0,-2.055333333333333,0.0078125,1.3499999999999999,0.16666666666666663,0.0,71,,1
256,,1.0,256.0,,base,2.210899434837822,,1.0,min_energy,5.499811807632986,,0.49739583333333337,0.37890625,budget_sweep,0.41464293888761733,0,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,147,,1
256,,0.0,256.0,,base,0.1668370594171442,,1.0,calibrated_clipped,5.499811807632986,,0.49739583333333337,0.37890625,budget_sweep,0.41464293888761733,0,-0.011270957912656133,0.00390625,0.13560248580074483,1.0,1.0,196,,1
256,,1.0,256.0,,base,2.2007519903386177,,1.0,diversity_constrained,5.499811807632986,,0.49739583333333337,0.37890625,budget_sweep,0.41464293888761733,0,-2.0451858888341294,0.00390625,1.2162758343717472,0.33333333333333337,0.0,205,,1
512,,1.0,512.0,,base,2.2065885057701724,,1.0,min_energy,6.158423776042605,,0.4951171875,0.369140625,budget_sweep,0.40805647466268413,0,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,147,,1
512,,0.0,512.0,,base,0.22888194856077607,,1.0,calibrated_clipped,6.158423776042605,,0.4951171875,0.369140625,budget_sweep,0.40805647466268413,0,-0.07762677612393745,0.001953125,0.15147824211954444,1.0,1.0,506,,1
512,,1.0,512.0,,base,2.113534255934218,,1.0,diversity_constrained,6.158423776042605,,0.4951171875,0.369140625,budget_sweep,0.40805647466268413,0,-1.9622790834973793,0.00390625,1.1147961052507742,0.33333333333333337,0.0,295,,1
1,,1.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,0,-1.9520000000000008,1.0,1.3500000000000003,0.0,0.0,0,,2
1,,1.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,0,-1.9520000000000008,1.0,1.3500000000000003,0.0,0.0,0,,2
1,,1.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,0,-1.9520000000000008,1.0,1.3500000000000003,0.0,0.0,0,,2
2,,1.0,2.0,,base,1.2666367225300201,,1.0,min_energy,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,0,-1.9520000000000008,0.5,1.3500000000000003,0.0,0.0,0,,2
2,,1.0,2.0,,base,1.2666367225300201,,1.0,calibrated_clipped,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,0,-1.9520000000000008,0.5,1.3500000000000003,0.0,0.0,0,,2
2,,1.0,2.0,,base,1.2666367225300201,,1.0,diversity_constrained,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,0,-1.9520000000000008,0.5,1.3500000000000003,0.0,0.0,0,,2
4,,1.0,4.0,,base,2.6267744630457006,,1.0,min_energy,1.3862943611198906,,0.0,0.0,budget_sweep,-1.0,0,-1.9520000000000008,0.25,1.3500000000000003,0.0,0.0,0,,2
4,,0.0,4.0,,base,0.09350101798566024,,1.0,calibrated_clipped,1.3862943611198906,,0.0,0.0,budget_sweep,-1.0,0,0.5812734450600395,0.25,0.16837566329812814,0.0,0.0,1,,2
4,,1.0,4.0,,base,2.6267744630457006,,1.0,diversity_constrained,1.3862943611198906,,0.0,0.0,budget_sweep,-1.0,0,-1.9520000000000008,0.25,1.3500000000000003,0.0,0.0,0,,2
8,,1.0,8.0,,base,2.330317059734332,,1.0,min_energy,2.0794415416798357,,0.14583333333333331,0.125,budget_sweep,0.2619047619047619,0,-2.055333333333334,0.125,1.3500000000000003,0.16666666666666663,0.0,7,,2
8,,1.0,8.0,,base,2.064316800486591,,1.0,calibrated_clipped,2.0794415416798357,,0.14583333333333331,0.125,budget_sweep,0.2619047619047619,0,-1.789333074085593,0.125,1.162318558788688,0.0,0.0,5,,2
8,,1.0,8.0,,base,2.330317059734332,,1.0,diversity_constrained,2.0794415416798357,,0.14583333333333331,0.125,budget_sweep,0.2619047619047619,0,-2.055333333333334,0.125,1.3500000000000003,0.16666666666666663,0.0,7,,2
16,,1.0,16.0,,base,2.197330546482227,,1.0,min_energy,2.772588722239781,,0.36458333333333337,0.25,budget_sweep,0.22941176470588234,0,-2.055333333333334,0.0625,1.3500000000000003,0.16666666666666663,0.0,7,,2
16,,1.0,16.0,,base,1.931330287234486,,1.0,calibrated_clipped,2.772588722239781,,0.36458333333333337,0.25,budget_sweep,0.22941176470588234,0,-1.789333074085593,0.0625,1.162318558788688,0.0,0.0,5,,2
16,,1.0,16.0,,base,2.197330546482227,,1.0,diversity_constrained,2.772588722239781,,0.36458333333333337,0.25,budget_sweep,0.22941176470588234,0,-2.055333333333334,0.0625,1.3500000000000003,0.16666666666666663,0.0,7,,2
32,,1.0,32.0,,base,2.262740375814686,,1.0,min_energy,3.4657359027997265,,0.4583333333333333,0.34375,budget_sweep,0.4842375366568915,0,-2.055333333333334,0.03125,1.3500000000000003,0.16666666666666663,0.0,7,,2
32,,0.0,32.0,,base,0.16039891138585538,,1.0,calibrated_clipped,3.4657359027997265,,0.4583333333333333,0.34375,budget_sweep,0.4842375366568915,0,0.04700813109549659,0.03125,0.11835488443929225,1.0,1.0,16,,2
32,,1.0,32.0,,base,2.262740375814686,,1.0,diversity_constrained,3.4657359027997265,,0.4583333333333333,0.34375,budget_sweep,0.4842375366568915,0,-2.055333333333334,0.03125,1.3500000000000003,0.16666666666666663,0.0,7,,2
64,,1.0,64.0,,base,2.291662426203398,,1.0,min_energy,4.1588830833596715,,0.42447916666666663,0.3125,budget_sweep,0.4800824175824176,0,-2.055333333333334,0.015625,1.3500000000000003,0.16666666666666663,0.0,7,,2
64,,0.0,64.0,,base,0.2081809687180169,,1.0,calibrated_clipped,4.1588830833596715,,0.42447916666666663,0.3125,budget_sweep,0.4800824175824176,0,0.028148124152047038,0.015625,0.12538740415443125,1.0,1.0,38,,2
64,,1.0,64.0,,base,2.1790204679425087,,1.0,diversity_constrained,4.1588830833596715,,0.42447916666666663,0.3125,budget_sweep,0.4800824175824176,0,-1.9426913750724446,0.015625,1.213037397147255,0.16666666666666663,0.0,52,,2
128,,1.0,128.0,,base,2.220713405202483,,1.0,min_energy,4.852030263919617,,0.49609375,0.3515625,budget_sweep,0.3881843984618202,0,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,7,,2
128,,0.0,128.0,,base,0.1372319477171023,,1.0,calibrated_clipped,4.852030263919617,,0.49609375,0.3515625,budget_sweep,0.3881843984618202,0,0.028148124152047038,0.0078125,0.12538740415443125,1.0,1.0,38,,2
128,,1.0,128.0,,base,2.1080714469415938,,1.0,diversity_constrained,4.852030263919617,,0.49609375,0.3515625,budget_sweep,0.3881843984618202,0,-1.9426913750724446,0.0078125,1.213037397147255,0.16666666666666663,0.0,52,,2
256,,1.0,256.0,,base,2.1928758968496145,,1.0,min_energy,5.492352657223281,,0.5045572916666666,0.359375,budget_sweep,0.28299382009613183,0,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,7,,2
256,,0.0,256.0,,base,0.17964230267203435,,1.0,calibrated_clipped,5.492352657223281,,0.5045572916666666,0.359375,budget_sweep,0.28299382009613183,0,-0.04209973915575378,0.00390625,0.14306410955235396,1.0,1.0,46,,2
256,,1.0,256.0,,base,2.080233938588725,,1.0,diversity_constrained,5.492352657223281,,0.5045572916666666,0.359375,budget_sweep,0.28299382009613183,0,-1.9426913750724446,0.00390625,1.213037397147255,0.16666666666666663,0.0,52,,2
512,,1.0,512.0,,base,2.1953336067731644,,1.0,min_energy,6.137291396580866,,0.5107421875,0.3828125,budget_sweep,0.32801896293244526,0,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,7,,2
512,,0.0,512.0,,base,0.1776034950435548,,1.0,calibrated_clipped,6.137291396580866,,0.5107421875,0.3828125,budget_sweep,0.32801896293244526,0,-0.03760322160372417,0.001953125,0.14195066389131153,1.0,1.0,159,,2
512,,1.0,512.0,,base,2.1857939805368036,,1.0,diversity_constrained,6.137291396580866,,0.5107421875,0.3828125,budget_sweep,0.32801896293244526,0,-2.045793707096973,0.001953125,1.2127863087681194,0.33333333333333337,0.0,443,,2
1,,0.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,0,0.6491549423919681,1.0,0.1421244321316851,0.0,0.0,0,,3
1,,0.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,0,0.6491549423919681,1.0,0.1421244321316851,0.0,0.0,0,,3
1,,0.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,0,0.6491549423919681,1.0,0.1421244321316851,0.0,0.0,0,,3
2,,0.0,2.0,,base,0.047053114962946396,,1.0,min_energy,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,0,0.6491549423919681,0.5,0.1421244321316851,0.0,0.0,0,,3
2,,0.0,2.0,,base,0.047053114962946396,,1.0,calibrated_clipped,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,0,0.6491549423919681,0.5,0.1421244321316851,0.0,0.0,0,,3
2,,0.0,2.0,,base,0.047053114962946396,,1.0,diversity_constrained,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,0,0.6491549423919681,0.5,0.1421244321316851,0.0,0.0,0,,3
4,,1.0,4.0,,base,2.1471447978333593,,1.0,min_energy,1.3862943611198906,,0.25,0.25,budget_sweep,0.6,0,-1.8055748560857983,0.25,1.1763165431762626,0.0,0.0,3,,3
4,,0.0,4.0,,base,0.30758500064440725,,1.0,calibrated_clipped,1.3862943611198906,,0.25,0.25,budget_sweep,0.6,0,0.033984941103153705,0.25,0.13440243103586336,1.0,1.0,2,,3
4,,1.0,4.0,,base,2.1471447978333593,,1.0,diversity_constrained,1.3862943611198906,,0.25,0.25,budget_sweep,0.6,0,-1.8055748560857983,0.25,1.1763165431762626,0.0,0.0,3,,3
8,,1.0,8.0,,base,1.8497285141493895,,1.0,min_energy,2.0794415416798357,,0.625,0.625,budget_sweep,0.3333333333333333,0,-1.8055748560857983,0.125,1.1763165431762626,0.0,0.0,3,,3
8,,0.0,8.0,,base,0.004120019842027187,,1.0,calibrated_clipped,2.0794415416798357,,0.625,0.625,budget_sweep,0.3333333333333333,0,0.04003363822156419,0.125,0.12441577925130509,1.0,1.0,6,,3
8,,1.0,8.0,,base,1.8497285141493895,,1.0,diversity_constrained,2.0794415416798357,,0.625,0.625,budget_sweep,0.3333333333333333,0,-1.8055748560857983,0.125,1.1763165431762626,0.0,0.0,3,,3
16,,1.0,16.0,,base,1.8833154982099733,,1.0,min_energy,2.772588722239781,,0.7291666666666667,0.625,budget_sweep,0.21470588235294116,0,-1.8055748560857983,0.0625,1.1763165431762626,0.0,0.0,3,,3
16,,0.0,16.0,,base,0.03770700390261084,,1.0,calibrated_clipped,2.772588722239781,,0.7291666666666667,0.625,budget_sweep,0.21470588235294116,0,0.04003363822156419,0.0625,0.12441577925130509,1.0,1.0,6,,3
16,,1.0,16.0,,base,1.8833154982099733,,1.0,diversity_constrained,2.772588722239781,,0.7291666666666667,0.625,budget_sweep,0.21470588235294116,0,-1.8055748560857983,0.0625,1.1763165431762626,0.0,0.0,3,,3
32,,1.0,32.0,,base,1.9124589822010594,,1.0,min_energy,3.4657359027997265,,0.6979166666666667,0.625,budget_sweep,0.18548387096774194,0,-1.8391270404303066,0.03125,1.2127863087681194,0.0,0.0,18,,3
32,,0.0,32.0,,base,0.1788664114041495,,1.0,calibrated_clipped,3.4657359027997265,,0.6979166666666667,0.625,budget_sweep,0.18548387096774194,0,-0.10553446963339676,0.03125,0.18096040330406585,1.0,1.0,26,,3
32,,1.0,32.0,,base,1.9124589822010594,,1.0,diversity_constrained,3.4657359027997265,,0.6979166666666667,0.625,budget_sweep,0.18548387096774194,0,-1.8391270404303066,0.03125,1.2127863087681194,0.0,0.0,18,,3
64,,1.0,64.0,,base,1.9124589822010594,,1.0,min_energy,4.137222233967175,,0.6458333333333333,0.578125,budget_sweep,0.2992216117216117,0,-1.8391270404303066,0.015625,1.2127863087681194,0.0,0.0,18,,3
64,,0.0,64.0,,base,0.09536068588385299,,1.0,calibrated_clipped,4.137222233967175,,0.6458333333333333,0.578125,budget_sweep,0.2992216117216117,0,-0.022028744113100237,0.015625,0.13545133695404252,1.0,1.0,37,,3
64,,1.0,64.0,,base,1.9124589822010594,,1.0,diversity_constrained,4.137222233967175,,0.6458333333333333,0.578125,budget_sweep,0.2992216117216117,0,-1.8391270404303066,0.015625,1.2127863087681194,0.0,0.0,18,,3
128,,1.0,128.0,,base,2.10590366210547,,1.0,min_energy,4.808708565134619,,0.5377604166666667,0.421875,budget_sweep,0.28444309650247207,0,-2.005049750406113,0.0078125,1.1721555258037453,0.33333333333333337,0.0,100,,3
128,,0.0,128.0,,base,0.20638838133275383,,1.0,calibrated_clipped,4.808708565134619,,0.5377604166666667,0.421875,budget_sweep,0.28444309650247207,0,-0.10553446963339676,0.0078125,0.18096040330406585,1.0,1.0,26,,3
128,,1.0,128.0,,base,2.10590366210547,,1.0,diversity_constrained,4.808708565134619,,0.5377604166666667,0.421875,budget_sweep,0.28444309650247207,0,-2.005049750406113,0.0078125,1.1721555258037453,0.33333333333333337,0.0,100,,3
256,,1.0,256.0,,base,2.166308315704058,,1.0,min_energy,5.496440533346442,,0.5266927083333334,0.39453125,budget_sweep,0.21891522659647517,0,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,204,,3
256,,0.0,256.0,,base,0.28029922229624515,,1.0,calibrated_clipped,5.496440533346442,,0.5266927083333334,0.39453125,budget_sweep,0.21891522659647517,0,-0.16932423992552115,0.00390625,0.2069085748969061,1.0,1.0,44,,3
256,,1.0,256.0,,base,2.116024732776837,,1.0,diversity_constrained,5.496440533346442,,0.5266927083333334,0.39453125,budget_sweep,0.21891522659647517,0,-2.005049750406113,0.0078125,1.1721555258037453,0.33333333333333337,0.0,100,,3
512,,1.0,512.0,,base,2.1811808322518007,,1.0,min_energy,6.156379837981024,,0.5458984375,0.40234375,budget_sweep,0.3442052620134812,0,-2.055333333333334,0.01171875,1.3500000000000003,0.16666666666666663,0.0,204,,3
512,,0.0,512.0,,base,0.17321879399621687,,1.0,calibrated_clipped,6.156379837981024,,0.5458984375,0.40234375,budget_sweep,0.3442052620134812,0,-0.0473712950777499,0.001953125,0.1467077324630693,1.0,1.0,241,,3
512,,1.0,512.0,,base,2.1308972493245797,,1.0,diversity_constrained,6.156379837981024,,0.5458984375,0.40234375,budget_sweep,0.3442052620134812,0,-2.005049750406113,0.00390625,1.1721555258037453,0.33333333333333337,0.0,100,,3
1,,0.0,1.0,,base,0.0,,0.0,min_energy,-0.0,,1.0,1.0,budget_sweep,0.0,1,0.020146088480559037,1.0,0.15200661401306034,1.0,1.0,0,,0
1,,0.0,1.0,,base,0.0,,0.0,calibrated_clipped,-0.0,,1.0,1.0,budget_sweep,0.0,1,0.020146088480559037,1.0,0.15200661401306034,1.0,1.0,0,,0
1,,0.0,1.0,,base,0.0,,0.0,diversity_constrained,-0.0,,1.0,1.0,budget_sweep,0.0,1,0.020146088480559037,1.0,0.15200661401306034,1.0,1.0,0,,0
2,,1.0,2.0,,base,0.7987896130602055,,1.0,min_energy,0.6931471805599453,,0.5833333333333333,0.5,budget_sweep,-1.0,1,-1.5774331376398518,0.5,1.1324524775499512,0.16666666666666663,0.0,1,,0
