N,artifact_prob,artifact_selected,candidate_count,clip_quantile,condition,energy_tail_gap,global_weight,invalid_low_energy_rate,method,mode_entropy,near_valid_prob,pool_true_score,pool_valid_rate,regime,score_execution_spearman,seed,selected_energy,selected_mode_frequency,selected_shortcut,selected_true_score,selected_valid,selection_index,shortcut_weight,trial
512,,1.0,512.0,,base,2.1111262107723245,,1.0,diversity_constrained,6.141549441716478,,0.5234375,0.390625,budget_sweep,0.4083575090694773,13,-1.96289005756017,0.001953125,1.2381545421437943,0.16666666666666663,0.0,347,,0
1,,0.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,13,0.7189912720928691,1.0,0.11511274709017079,0.0,0.0,0,,1
1,,0.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,13,0.7189912720928691,1.0,0.11511274709017079,0.0,0.0,0,,1
1,,0.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,13,0.7189912720928691,1.0,0.11511274709017079,0.0,0.0,0,,1
2,,0.0,2.0,,base,0.00506951745383033,,1.0,min_energy,0.6931471805599453,,0.0,0.0,budget_sweep,1.0,13,0.7088522371852084,0.5,0.11937228527914974,0.0,0.0,1,,1
2,,0.0,2.0,,base,0.00506951745383033,,1.0,calibrated_clipped,0.6931471805599453,,0.0,0.0,budget_sweep,1.0,13,0.7088522371852084,0.5,0.11937228527914974,0.0,0.0,1,,1
2,,0.0,2.0,,base,0.00506951745383033,,1.0,diversity_constrained,0.6931471805599453,,0.0,0.0,budget_sweep,1.0,13,0.7088522371852084,0.5,0.11937228527914974,0.0,0.0,1,,1
4,,0.0,4.0,,base,0.578325082134361,,0.0,min_energy,1.3862943611198906,,0.25,0.25,budget_sweep,1.0,13,0.11801628883620917,0.25,0.10571438430170725,1.0,1.0,2,,1
4,,0.0,4.0,,base,0.578325082134361,,0.0,calibrated_clipped,1.3862943611198906,,0.25,0.25,budget_sweep,1.0,13,0.11801628883620917,0.25,0.10571438430170725,1.0,1.0,2,,1
4,,0.0,4.0,,base,0.578325082134361,,0.0,diversity_constrained,1.3862943611198906,,0.25,0.25,budget_sweep,1.0,13,0.11801628883620917,0.25,0.10571438430170725,1.0,1.0,2,,1
8,,0.0,8.0,,base,0.46645331509665766,,0.0,min_energy,2.0794415416798357,,0.45833333333333337,0.25,budget_sweep,0.9761904761904762,13,-0.01693396259697954,0.125,0.153225484545656,1.0,1.0,6,,1
8,,0.0,8.0,,base,0.46645331509665766,,0.0,calibrated_clipped,2.0794415416798357,,0.45833333333333337,0.25,budget_sweep,0.9761904761904762,13,-0.01693396259697954,0.125,0.153225484545656,1.0,1.0,6,,1
8,,0.0,8.0,,base,0.46645331509665766,,0.0,diversity_constrained,2.0794415416798357,,0.45833333333333337,0.25,budget_sweep,0.9761904761904762,13,-0.01693396259697954,0.125,0.153225484545656,1.0,1.0,6,,1
16,,1.0,16.0,,base,1.8928685818391173,,1.0,min_energy,2.772588722239781,,0.625,0.3125,budget_sweep,0.6205882352941177,13,-1.7257774344225012,0.0625,1.093236341763588,0.0,0.0,10,,1
16,,0.0,16.0,,base,0.18402511001359578,,1.0,calibrated_clipped,2.772588722239781,,0.625,0.3125,budget_sweep,0.6205882352941177,13,-0.01693396259697954,0.0625,0.153225484545656,1.0,1.0,6,,1
16,,1.0,16.0,,base,1.8928685818391173,,1.0,diversity_constrained,2.772588722239781,,0.625,0.3125,budget_sweep,0.6205882352941177,13,-1.7257774344225012,0.0625,1.093236341763588,0.0,0.0,10,,1
32,,1.0,32.0,,base,2.0148444992337042,,0.75,min_energy,3.4657359027997265,,0.6302083333333334,0.4375,budget_sweep,0.5645161290322581,13,-1.872950838058473,0.03125,1.1408885920925431,0.16666666666666663,0.0,17,,1
32,,0.0,32.0,,base,0.13248328477335364,,0.75,calibrated_clipped,3.4657359027997265,,0.6302083333333334,0.4375,budget_sweep,0.5645161290322581,13,0.009410376401877573,0.03125,0.13157317471330235,1.0,1.0,19,,1
32,,1.0,32.0,,base,2.0148444992337042,,0.75,diversity_constrained,3.4657359027997265,,0.6302083333333334,0.4375,budget_sweep,0.5645161290322581,13,-1.872950838058473,0.03125,1.1408885920925431,0.16666666666666663,0.0,17,,1
64,,1.0,64.0,,base,2.1190911474166163,,0.7142857142857143,min_energy,4.1588830833596715,,0.5416666666666667,0.375,budget_sweep,0.5697344322344322,13,-1.952,0.015625,1.3499999999999999,0.0,0.0,38,,1
64,,0.0,64.0,,base,0.15768077101473865,,0.7142857142857143,calibrated_clipped,4.1588830833596715,,0.5416666666666667,0.375,budget_sweep,0.5697344322344322,13,0.009410376401877573,0.015625,0.13157317471330235,1.0,1.0,19,,1
64,,1.0,64.0,,base,2.040041985475089,,0.7142857142857143,diversity_constrained,4.1588830833596715,,0.5416666666666667,0.375,budget_sweep,0.5697344322344322,13,-1.872950838058473,0.015625,1.1408885920925431,0.16666666666666663,0.0,17,,1
128,,1.0,128.0,,base,2.140393460904738,,1.0,min_energy,4.789702388192048,,0.5481770833333333,0.390625,budget_sweep,0.4634625068668742,13,-2.005049750406113,0.0234375,1.1721555258037453,0.33333333333333337,0.0,85,,1
128,,0.0,128.0,,base,0.12593333409674742,,1.0,calibrated_clipped,4.789702388192048,,0.5481770833333333,0.390625,budget_sweep,0.4634625068668742,13,0.009410376401877573,0.0078125,0.13157317471330235,1.0,1.0,19,,1
128,,1.0,128.0,,base,2.140393460904738,,1.0,diversity_constrained,4.789702388192048,,0.5481770833333333,0.390625,budget_sweep,0.4634625068668742,13,-2.005049750406113,0.0234375,1.1721555258037453,0.33333333333333337,0.0,85,,1
256,,1.0,256.0,,base,2.1740578129598562,,1.0,min_energy,5.497767869571406,,0.5201822916666666,0.36328125,budget_sweep,0.46449630922407875,13,-2.005049750406113,0.01171875,1.1721555258037453,0.33333333333333337,0.0,85,,1
256,,0.0,256.0,,base,0.15242247704726888,,1.0,calibrated_clipped,5.497767869571406,,0.5201822916666666,0.36328125,budget_sweep,0.46449630922407875,13,0.016585585506474543,0.00390625,0.12413906351162246,1.0,1.0,173,,1
256,,1.0,256.0,,base,2.1740578129598562,,1.0,diversity_constrained,5.497767869571406,,0.5201822916666666,0.36328125,budget_sweep,0.46449630922407875,13,-2.005049750406113,0.01171875,1.1721555258037453,0.33333333333333337,0.0,85,,1
512,,1.0,512.0,,base,2.1777055806495524,,1.0,min_energy,6.177377019261041,,0.5328776041666666,0.384765625,budget_sweep,0.49514339501722343,13,-2.005049750406113,0.005859375,1.1721555258037453,0.33333333333333337,0.0,85,,1
512,,0.0,512.0,,base,0.156070244736965,,1.0,calibrated_clipped,6.177377019261041,,0.5328776041666666,0.384765625,budget_sweep,0.49514339501722343,13,0.016585585506474543,0.001953125,0.12413906351162246,1.0,1.0,173,,1
512,,1.0,512.0,,base,2.1777055806495524,,1.0,diversity_constrained,6.177377019261041,,0.5328776041666666,0.384765625,budget_sweep,0.49514339501722343,13,-2.005049750406113,0.005859375,1.1721555258037453,0.33333333333333337,0.0,85,,1
1,,0.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.8333333333333334,0.0,budget_sweep,0.0,13,0.1828063169985522,1.0,0.10538392934230705,0.8333333333333334,0.0,0,,2
1,,0.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.8333333333333334,0.0,budget_sweep,0.0,13,0.1828063169985522,1.0,0.10538392934230705,0.8333333333333334,0.0,0,,2
1,,0.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.8333333333333334,0.0,budget_sweep,0.0,13,0.1828063169985522,1.0,0.10538392934230705,0.8333333333333334,0.0,0,,2
2,,0.0,2.0,,base,0.2681925047522786,,1.0,min_energy,0.6931471805599453,,0.4166666666666667,0.0,budget_sweep,1.0,13,0.1828063169985522,0.5,0.10538392934230705,0.8333333333333334,0.0,0,,2
2,,0.0,2.0,,base,0.2681925047522786,,1.0,calibrated_clipped,0.6931471805599453,,0.4166666666666667,0.0,budget_sweep,1.0,13,0.1828063169985522,0.5,0.10538392934230705,0.8333333333333334,0.0,0,,2
2,,0.0,2.0,,base,0.2681925047522786,,1.0,diversity_constrained,0.6931471805599453,,0.4166666666666667,0.0,budget_sweep,1.0,13,0.1828063169985522,0.5,0.10538392934230705,0.8333333333333334,0.0,0,,2
4,,0.0,4.0,,base,0.24589275969169777,,1.0,min_energy,1.3862943611198906,,0.4166666666666667,0.0,budget_sweep,0.8,13,0.1828063169985522,0.25,0.10538392934230705,0.8333333333333334,0.0,0,,2
4,,0.0,4.0,,base,0.24589275969169777,,1.0,calibrated_clipped,1.3862943611198906,,0.4166666666666667,0.0,budget_sweep,0.8,13,0.1828063169985522,0.25,0.10538392934230705,0.8333333333333334,0.0,0,,2
4,,0.0,4.0,,base,0.24589275969169777,,1.0,diversity_constrained,1.3862943611198906,,0.4166666666666667,0.0,budget_sweep,0.8,13,0.1828063169985522,0.25,0.10538392934230705,0.8333333333333334,0.0,0,,2
8,,1.0,8.0,,base,1.9532731938183223,,1.0,min_energy,2.0794415416798357,,0.5625,0.25,budget_sweep,0.5238095238095238,13,-1.8188488208489897,0.125,1.1907447657449486,0.0,0.0,6,,2
8,,0.0,8.0,,base,0.061839179999070196,,1.0,calibrated_clipped,2.0794415416798357,,0.5625,0.25,budget_sweep,0.5238095238095238,13,0.07258519297026252,0.125,0.11380897002174696,1.0,1.0,4,,2
8,,1.0,8.0,,base,1.9532731938183223,,1.0,diversity_constrained,2.0794415416798357,,0.5625,0.25,budget_sweep,0.5238095238095238,13,-1.8188488208489897,0.125,1.1907447657449486,0.0,0.0,6,,2
16,,1.0,16.0,,base,1.9074257600453708,,0.5,min_energy,2.772588722239781,,0.71875,0.5625,budget_sweep,0.5029411764705882,13,-1.8188488208489897,0.0625,1.1907447657449486,0.0,0.0,6,,2
16,,0.0,16.0,,base,0.04673779366191939,,0.5,calibrated_clipped,2.772588722239781,,0.71875,0.5625,budget_sweep,0.5029411764705882,13,0.041839145534461684,0.0625,0.1232965333050649,1.0,1.0,15,,2
16,,1.0,16.0,,base,1.9074257600453708,,0.5,diversity_constrained,2.772588722239781,,0.71875,0.5625,budget_sweep,0.5029411764705882,13,-1.8188488208489897,0.0625,1.1907447657449486,0.0,0.0,6,,2
32,,1.0,32.0,,base,1.9154283409133437,,0.25,min_energy,3.4657359027997265,,0.6770833333333334,0.59375,budget_sweep,0.5571847507331378,13,-1.8188488208489897,0.03125,1.1907447657449486,0.0,0.0,6,,2
32,,0.0,32.0,,base,0.06798132235973353,,0.25,calibrated_clipped,3.4657359027997265,,0.6770833333333334,0.59375,budget_sweep,0.5571847507331378,13,0.02859819770462041,0.03125,0.12891402953363637,1.0,1.0,18,,2
32,,1.0,32.0,,base,1.9154283409133437,,0.25,diversity_constrained,3.4657359027997265,,0.6770833333333334,0.59375,budget_sweep,0.5571847507331378,13,-1.8188488208489897,0.03125,1.1907447657449486,0.0,0.0,6,,2
64,,1.0,64.0,,base,2.018984909218801,,0.8571428571428571,min_energy,4.1588830833596715,,0.578125,0.46875,budget_sweep,0.5184981684981685,13,-1.8832080547757777,0.015625,1.1520377406983089,0.16666666666666663,0.0,32,,2
64,,0.0,64.0,,base,0.12539274503525644,,0.8571428571428571,calibrated_clipped,4.1588830833596715,,0.578125,0.46875,budget_sweep,0.5184981684981685,13,0.01038410940776656,0.015625,0.13605511538628257,1.0,1.0,27,,2
64,,1.0,64.0,,base,2.018984909218801,,0.8571428571428571,diversity_constrained,4.1588830833596715,,0.578125,0.46875,budget_sweep,0.5184981684981685,13,-1.8832080547757777,0.015625,1.1520377406983089,0.16666666666666663,0.0,32,,2
128,,1.0,128.0,,base,2.1627249220706655,,1.0,min_energy,4.852030263919617,,0.5651041666666667,0.453125,budget_sweep,0.33377586522614905,13,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,73,,2
128,,0.0,128.0,,base,0.1275476046679318,,1.0,calibrated_clipped,4.852030263919617,,0.5651041666666667,0.453125,budget_sweep,0.33377586522614905,13,-0.020156015930600457,0.0078125,0.13789643453024647,1.0,1.0,40,,2
128,,1.0,128.0,,base,2.050082963809776,,1.0,diversity_constrained,4.852030263919617,,0.5651041666666667,0.453125,budget_sweep,0.33377586522614905,13,-1.9426913750724446,0.0078125,1.213037397147255,0.16666666666666663,0.0,102,,2
256,,1.0,256.0,,base,2.183540408153097,,1.0,min_energy,5.491025320998317,,0.5182291666666667,0.38671875,budget_sweep,0.31186627374685283,13,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,73,,2
256,,0.0,256.0,,base,0.24009627466433964,,1.0,calibrated_clipped,5.491025320998317,,0.5182291666666667,0.38671875,budget_sweep,0.31186627374685283,13,-0.11188919984457646,0.00390625,0.1667682941591475,1.0,1.0,251,,2
256,,1.0,256.0,,base,2.131087493363725,,1.0,diversity_constrained,5.491025320998317,,0.5182291666666667,0.38671875,budget_sweep,0.31186627374685283,13,-2.002880418543962,0.0078125,1.1661414299061503,0.33333333333333337,0.0,152,,2
512,,1.0,512.0,,base,2.2926721314659657,,1.0,min_energy,6.156244639799302,,0.537109375,0.404296875,budget_sweep,0.3614048141186299,13,-2.1586666666666665,0.00390625,1.3499999999999999,0.33333333333333337,0.0,264,,2
512,,0.0,512.0,,base,0.18331780029032446,,1.0,calibrated_clipped,6.156244639799302,,0.537109375,0.404296875,budget_sweep,0.3614048141186299,13,-0.049312335491025094,0.001953125,0.14275413166110784,1.0,1.0,281,,2
512,,1.0,512.0,,base,2.2926721314659657,,1.0,diversity_constrained,6.156244639799302,,0.537109375,0.404296875,budget_sweep,0.3614048141186299,13,-2.1586666666666665,0.00390625,1.3499999999999999,0.33333333333333337,0.0,264,,2
1,,1.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,13,-1.7833209664599543,1.0,1.1557836591956023,0.0,0.0,0,,3
1,,1.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,13,-1.7833209664599543,1.0,1.1557836591956023,0.0,0.0,0,,3
1,,1.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,13,-1.7833209664599543,1.0,1.1557836591956023,0.0,0.0,0,,3
2,,1.0,2.0,,base,1.237595391330761,,1.0,min_energy,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,13,-1.7833209664599543,0.5,1.1557836591956023,0.0,0.0,0,,3
2,,1.0,2.0,,base,1.237595391330761,,1.0,calibrated_clipped,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,13,-1.7833209664599543,0.5,1.1557836591956023,0.0,0.0,0,,3
2,,1.0,2.0,,base,1.237595391330761,,1.0,diversity_constrained,0.6931471805599453,,0.0,0.0,budget_sweep,-1.0,13,-1.7833209664599543,0.5,1.1557836591956023,0.0,0.0,0,,3
4,,1.0,4.0,,base,1.8428811898904012,,1.0,min_energy,1.3862943611198906,,0.5,0.5,budget_sweep,-0.2,13,-1.7833209664599543,0.25,1.1557836591956023,0.0,0.0,0,,3
4,,0.0,4.0,,base,0.09335312981720922,,1.0,calibrated_clipped,1.3862943611198906,,0.5,0.5,budget_sweep,-0.2,13,-0.03379290638676235,0.25,0.1663523523441984,1.0,1.0,3,,3
4,,1.0,4.0,,base,1.8428811898904012,,1.0,diversity_constrained,1.3862943611198906,,0.5,0.5,budget_sweep,-0.2,13,-1.7833209664599543,0.25,1.1557836591956023,0.0,0.0,0,,3
8,,1.0,8.0,,base,1.9331372808161835,,1.0,min_energy,2.0794415416798357,,0.5,0.5,budget_sweep,0.19047619047619047,13,-1.7833209664599543,0.125,1.1557836591956023,0.0,0.0,0,,3
8,,0.0,8.0,,base,0.18360922074299155,,1.0,calibrated_clipped,2.0794415416798357,,0.5,0.5,budget_sweep,0.19047619047619047,13,-0.03379290638676235,0.125,0.1663523523441984,1.0,1.0,3,,3
8,,1.0,8.0,,base,1.9331372808161835,,1.0,diversity_constrained,2.0794415416798357,,0.5,0.5,budget_sweep,0.19047619047619047,13,-1.7833209664599543,0.125,1.1557836591956023,0.0,0.0,0,,3
16,,1.0,16.0,,base,1.9310589631564434,,1.0,min_energy,2.772588722239781,,0.48958333333333337,0.4375,budget_sweep,0.34705882352941175,13,-1.798383083739446,0.0625,1.1721555258037453,0.0,0.0,15,,3
16,,0.0,16.0,,base,0.17642623374438193,,1.0,calibrated_clipped,2.772588722239781,,0.48958333333333337,0.4375,budget_sweep,0.34705882352941175,13,-0.043750354327384666,0.0625,0.17336266361713068,1.0,1.0,9,,3
16,,1.0,16.0,,base,1.9310589631564434,,1.0,diversity_constrained,2.772588722239781,,0.48958333333333337,0.4375,budget_sweep,0.34705882352941175,13,-1.798383083739446,0.0625,1.1721555258037453,0.0,0.0,15,,3
32,,1.0,32.0,,base,2.0123048576652445,,1.0,min_energy,3.4657359027997265,,0.59375,0.5,budget_sweep,0.1590909090909091,13,-1.8943049461557737,0.03125,1.160443452672613,0.16666666666666663,0.0,22,,3
32,,0.0,32.0,,base,0.20105103111008152,,1.0,calibrated_clipped,3.4657359027997265,,0.59375,0.5,budget_sweep,0.1590909090909091,13,-0.08305111960061079,0.03125,0.17302354162413436,1.0,1.0,24,,3
32,,1.0,32.0,,base,2.0123048576652445,,1.0,diversity_constrained,3.4657359027997265,,0.59375,0.5,budget_sweep,0.1590909090909091,13,-1.8943049461557737,0.03125,1.160443452672613,0.16666666666666663,0.0,22,,3
64,,1.0,64.0,,base,2.0123048576652445,,1.0,min_energy,4.137222233967175,,0.625,0.515625,budget_sweep,0.22065018315018314,13,-1.8943049461557737,0.015625,1.160443452672613,0.16666666666666663,0.0,22,,3
64,,0.0,64.0,,base,0.15179281789623308,,1.0,calibrated_clipped,4.137222233967175,,0.625,0.515625,budget_sweep,0.22065018315018314,13,-0.03379290638676235,0.015625,0.1663523523441984,1.0,1.0,3,,3
64,,1.0,64.0,,base,2.0123048576652445,,1.0,diversity_constrained,4.137222233967175,,0.625,0.515625,budget_sweep,0.22065018315018314,13,-1.8943049461557737,0.015625,1.160443452672613,0.16666666666666663,0.0,22,,3
128,,1.0,128.0,,base,2.024681419266082,,1.0,min_energy,4.841199839223365,,0.56640625,0.4375,budget_sweep,0.34401323017762314,13,-1.8943049461557737,0.0078125,1.160443452672613,0.16666666666666663,0.0,22,,3
128,,0.0,128.0,,base,0.1537473454196601,,1.0,calibrated_clipped,4.841199839223365,,0.56640625,0.4375,budget_sweep,0.34401323017762314,13,-0.023370872309351816,0.0078125,0.14826095828119146,1.0,1.0,103,,3
128,,1.0,128.0,,base,2.024681419266082,,1.0,diversity_constrained,4.841199839223365,,0.56640625,0.4375,budget_sweep,0.34401323017762314,13,-1.8943049461557737,0.0078125,1.160443452672613,0.16666666666666663,0.0,22,,3
256,,1.0,256.0,,base,2.0766888743664444,,1.0,min_energy,5.50522701998111,,0.5709635416666667,0.43359375,budget_sweep,0.2752203021286336,13,-1.9520000000000008,0.00390625,1.3500000000000003,0.0,0.0,229,,3
256,,0.0,256.0,,base,0.19460688627128925,,1.0,calibrated_clipped,5.50522701998111,,0.5709635416666667,0.43359375,budget_sweep,0.2752203021286336,13,-0.06991801190484549,0.00390625,0.17047958108747627,1.0,1.0,51,,3
256,,1.0,256.0,,base,2.0326107092020056,,1.0,diversity_constrained,5.50522701998111,,0.5709635416666667,0.43359375,budget_sweep,0.2752203021286336,13,-1.907921834835562,0.00390625,1.1752444186289044,0.16666666666666663,0.0,161,,3
512,,1.0,512.0,,base,2.0923226201675966,,1.0,min_energy,6.150606324714591,,0.5481770833333334,0.4140625,budget_sweep,0.3891614917716666,13,-1.9520000000000008,0.005859375,1.3500000000000003,0.0,0.0,229,,3
512,,0.0,512.0,,base,0.17421575172589637,,1.0,calibrated_clipped,6.150606324714591,,0.5481770833333334,0.4140625,budget_sweep,0.3891614917716666,13,-0.033893131558300586,0.001953125,0.14186746779784512,1.0,1.0,207,,3
512,,1.0,512.0,,base,1.9926028098082287,,1.0,diversity_constrained,6.150606324714591,,0.5481770833333334,0.4140625,budget_sweep,0.3891614917716666,13,-1.852280189640633,0.001953125,1.1075509307688034,0.16666666666666663,0.0,311,,3
1,,0.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.33333333333333337,0.0,budget_sweep,0.0,14,0.4995157269826586,1.0,0.11268152345449793,0.33333333333333337,0.0,0,,0
1,,0.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.33333333333333337,0.0,budget_sweep,0.0,14,0.4995157269826586,1.0,0.11268152345449793,0.33333333333333337,0.0,0,,0
1,,0.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.33333333333333337,0.0,budget_sweep,0.0,14,0.4995157269826586,1.0,0.11268152345449793,0.33333333333333337,0.0,0,,0
2,,0.0,2.0,,base,0.14910553286110884,,1.0,min_energy,0.6931471805599453,,0.5833333333333334,0.0,budget_sweep,1.0,14,0.2013046612604409,0.5,0.11302213618455566,0.8333333333333334,0.0,1,,0
2,,0.0,2.0,,base,0.14910553286110884,,1.0,calibrated_clipped,0.6931471805599453,,0.5833333333333334,0.0,budget_sweep,1.0,14,0.2013046612604409,0.5,0.11302213618455566,0.8333333333333334,0.0,1,,0
2,,0.0,2.0,,base,0.14910553286110884,,1.0,diversity_constrained,0.6931471805599453,,0.5833333333333334,0.0,budget_sweep,1.0,14,0.2013046612604409,0.5,0.11302213618455566,0.8333333333333334,0.0,1,,0
4,,0.0,4.0,,base,0.08575501401089065,,0.0,min_energy,1.3862943611198906,,0.7500000000000001,0.25,budget_sweep,1.0,14,0.09453665896372966,0.25,0.10607410698642046,1.0,1.0,2,,0
4,,0.0,4.0,,base,0.08575501401089065,,0.0,calibrated_clipped,1.3862943611198906,,0.7500000000000001,0.25,budget_sweep,1.0,14,0.09453665896372966,0.25,0.10607410698642046,1.0,1.0,2,,0
4,,0.0,4.0,,base,0.08575501401089065,,0.0,diversity_constrained,1.3862943611198906,,0.7500000000000001,0.25,budget_sweep,1.0,14,0.09453665896372966,0.25,0.10607410698642046,1.0,1.0,2,,0
8,,0.0,8.0,,base,0.08575501401089065,,0.0,min_energy,2.0794415416798357,,0.7083333333333334,0.375,budget_sweep,0.9285714285714286,14,0.09453665896372966,0.125,0.10607410698642046,1.0,1.0,2,,0
8,,0.0,8.0,,base,0.08575501401089065,,0.0,calibrated_clipped,2.0794415416798357,,0.7083333333333334,0.375,budget_sweep,0.9285714285714286,14,0.09453665896372966,0.125,0.10607410698642046,1.0,1.0,2,,0
8,,0.0,8.0,,base,0.08575501401089065,,0.0,diversity_constrained,2.0794415416798357,,0.7083333333333334,0.375,budget_sweep,0.9285714285714286,14,0.09453665896372966,0.125,0.10607410698642046,1.0,1.0,2,,0
16,,1.0,16.0,,base,1.986732359569301,,0.5,min_energy,2.772588722239781,,0.7291666666666666,0.5,budget_sweep,0.5441176470588235,14,-1.847945272075802,0.0625,1.102839063850509,0.16666666666666663,0.0,13,,0
16,,0.0,16.0,,base,0.04425042852976928,,0.5,calibrated_clipped,2.772588722239781,,0.7291666666666666,0.5,budget_sweep,0.5441176470588235,14,0.09453665896372966,0.0625,0.10607410698642046,1.0,1.0,2,,0
16,,1.0,16.0,,base,1.986732359569301,,0.5,diversity_constrained,2.772588722239781,,0.7291666666666666,0.5,budget_sweep,0.5441176470588235,14,-1.847945272075802,0.0625,1.102839063850509,0.16666666666666663,0.0,13,,0
32,,1.0,32.0,,base,2.0760622075135577,,0.75,min_energy,3.4657359027997265,,0.6979166666666666,0.53125,budget_sweep,0.37280058651026393,14,-1.9520000000000008,0.03125,1.3500000000000003,0.0,0.0,19,,0
32,,0.0,32.0,,base,0.10119025189359838,,0.75,calibrated_clipped,3.4657359027997265,,0.6979166666666666,0.53125,budget_sweep,0.37280058651026393,14,0.022871955619958306,0.03125,0.1336146233964624,1.0,1.0,27,,0
32,,1.0,32.0,,base,1.9720074795893587,,0.75,diversity_constrained,3.4657359027997265,,0.6979166666666666,0.53125,budget_sweep,0.37280058651026393,14,-1.847945272075802,0.03125,1.102839063850509,0.16666666666666663,0.0,13,,0
64,,1.0,64.0,,base,2.0978722569930452,,1.0,min_energy,4.1588830833596715,,0.5546875,0.421875,budget_sweep,0.4663003663003663,14,-1.9520000000000008,0.015625,1.3500000000000003,0.0,0.0,19,,0
64,,0.0,64.0,,base,0.15756164850970522,,1.0,calibrated_clipped,4.1588830833596715,,0.5546875,0.421875,budget_sweep,0.4663003663003663,14,-0.011689391516660584,0.015625,0.1372616390684214,1.0,1.0,18,,0
64,,1.0,64.0,,base,2.0757492882036015,,1.0,diversity_constrained,4.1588830833596715,,0.5546875,0.421875,budget_sweep,0.4663003663003663,14,-1.929877031210557,0.015625,1.1991087625147687,0.16666666666666663,0.0,48,,0
128,,1.0,128.0,,base,2.0904738736033495,,1.0,min_energy,4.841199839223365,,0.54296875,0.3828125,budget_sweep,0.3368774034059696,14,-1.9520000000000008,0.0078125,1.3500000000000003,0.0,0.0,19,,0
128,,0.0,128.0,,base,0.15016326512000902,,1.0,calibrated_clipped,4.841199839223365,,0.54296875,0.3828125,budget_sweep,0.3368774034059696,14,-0.011689391516660584,0.0078125,0.1372616390684214,1.0,1.0,18,,0
128,,1.0,128.0,,base,2.0683509048139057,,1.0,diversity_constrained,4.841199839223365,,0.54296875,0.3828125,budget_sweep,0.3368774034059696,14,-1.929877031210557,0.0078125,1.1991087625147687,0.16666666666666663,0.0,48,,0
256,,1.0,256.0,,base,2.094338267933551,,1.0,min_energy,5.510642232329234,,0.556640625,0.37890625,budget_sweep,0.40448615243762875,14,-1.9520000000000008,0.00390625,1.3500000000000003,0.0,0.0,19,,0
256,,0.0,256.0,,base,0.1540276594502108,,1.0,calibrated_clipped,5.510642232329234,,0.556640625,0.37890625,budget_sweep,0.40448615243762875,14,-0.011689391516660584,0.00390625,0.1372616390684214,1.0,1.0,18,,0
256,,1.0,256.0,,base,2.072215299144107,,1.0,diversity_constrained,5.510642232329234,,0.556640625,0.37890625,budget_sweep,0.40448615243762875,14,-1.929877031210557,0.00390625,1.1991087625147687,0.16666666666666663,0.0,48,,0
512,,1.0,512.0,,base,2.2712291198632357,,1.0,min_energy,6.1555809716868195,,0.5537109375,0.40625,budget_sweep,0.42166516104759616,14,-2.121125231358686,0.0078125,1.3050438944280847,0.33333333333333337,0.0,266,,0
512,,0.0,512.0,,base,0.1587830580674089,,1.0,calibrated_clipped,6.1555809716868195,,0.5537109375,0.40625,budget_sweep,0.42166516104759616,14,-0.008679169562859142,0.001953125,0.13417415149719458,1.0,1.0,295,,0
512,,1.0,512.0,,base,2.2712291198632357,,1.0,diversity_constrained,6.1555809716868195,,0.5537109375,0.40625,budget_sweep,0.42166516104759616,14,-2.121125231358686,0.0078125,1.3050438944280847,0.33333333333333337,0.0,266,,0
1,,0.0,1.0,,base,0.0,,0.0,min_energy,-0.0,,1.0,1.0,budget_sweep,0.0,14,0.09616343492073637,1.0,0.12274965309456543,1.0,1.0,0,,1
1,,0.0,1.0,,base,0.0,,0.0,calibrated_clipped,-0.0,,1.0,1.0,budget_sweep,0.0,14,0.09616343492073637,1.0,0.12274965309456543,1.0,1.0,0,,1
1,,0.0,1.0,,base,0.0,,0.0,diversity_constrained,-0.0,,1.0,1.0,budget_sweep,0.0,14,0.09616343492073637,1.0,0.12274965309456543,1.0,1.0,0,,1
2,,0.0,2.0,,base,0.06195055523235869,,0.0,min_energy,0.6931471805599453,,1.0,1.0,budget_sweep,1.0,14,-0.027737675543981013,0.5,0.15874527789462334,1.0,1.0,1,,1
